,x,u
0,0.09090909090909091,0.5062044684873781
1,0.18181818181818182,0.6558692630691476
2,0.2727272727272727,0.661887585953049
3,0.36363636363636365,0.6100321002781045
4,0.4545454545454546,0.5348598030064877
5,0.5454545454545454,0.4502933822691254
6,0.6363636363636364,0.3619421577937484
7,0.7272727272727273,0.2720660715909814
8,0.8181818181818182,0.181575632980901
9,0.9090909090909092,0.09083767758054886
10,,0.0
11,,0.0
12,,0.0
13,,0.0
14,,0.0
